,Churn,Churn_prob,CustID,predicted
176,0,0.18417869054365874,5692,0
177,1,0.3076148267872465,2609,0
178,0,0.0032692701031556554,1908,0
179,0,0.03069168002774926,3015,0
180,0,0.5493001139097232,1811,1
181,0,0.035157994120269195,2704,0
182,0,0.03675418081948847,2080,0
183,0,0.03202243627987719,30,0
184,0,0.060623982418414706,5182,0
185,0,0.006373015533919814,2062,0
186,0,0.01168808042661343,6003,0
187,0,0.2810371875453833,919,0
188,0,0.07921684140095986,1863,0
189,1,0.493821335319202,3887,0
190,0,0.0580342659719881,6799,0
191,0,0.6238479349416721,4515,1
192,0,0.1948204282372826,1732,0
193,0,0.0921958515345586,939,0
194,0,0.148233321768057,542,0
195,0,0.14629489710802532,520,0
196,0,0.2321740958233833,2417,0
197,0,0.4655184738018767,6604,0
198,0,0.5149029390000777,3014,1
199,1,0.5073291337181954,1513,1
200,0,0.05162635131888005,2832,0
201,0,0.5739270191503182,4223,1
202,0,0.03538164066539118,4295,0
203,0,0.6283382424797428,2866,1
204,0,0.014144085738274277,2169,0
205,0,0.5075942286229393,1958,1
206,1,0.08619909680520105,3890,0
207,0,0.00320386275219286,1860,0
208,0,0.38733556420037674,2286,0
209,1,0.11973941695538255,6558,0
210,0,0.13826732016210008,2512,0
211,0,0.020982041812555367,92,0
212,0,0.03500806768343544,1666,0
213,0,0.05149145344038646,877,0
214,0,0.1908805284615819,6087,0
215,0,0.33419441349482293,3742,0
216,0,0.19576672449696145,413,0
217,0,0.05906873509742107,2757,0
218,0,0.5099229002450681,2699,1
219,0,0.2454867975971119,2751,0
220,0,0.08155312171744897,2952,0
221,0,0.014419530922010928,5308,0
222,0,0.1168611312765673,4984,0
223,0,0.006766562750720463,2091,0
224,0,0.3101546826600305,1305,0
225,0,0.24820897188713137,2556,0
226,0,0.007740000723732046,3553,0
227,0,0.7006075267363306,4286,1
228,0,0.596099794815641,5545,1
229,1,0.7397176531746398,4759,1
230,0,0.08241314654634777,3327,0
231,0,0.013826162389589482,3235,0
232,1,0.112137671046171,5765,0
233,0,0.033719408048911645,2432,0
234,0,0.06534124649416621,1307,0
235,0,0.037511044164758,6303,0
236,0,0.6345146998168861,5689,1
237,0,0.315207334161167,5519,0
238,0,0.17237078767895664,6019,0
239,0,0.4134680844030397,1955,0
240,0,0.44105562332813947,3253,0
241,0,0.18937441094038396,5118,0
242,0,0.148233321768057,760,0
243,0,0.08985405297725356,4281,0
244,0,0.4374375428490938,4884,0
245,0,0.17039501256650988,3486,0
246,1,0.32785658797169775,1039,0
247,0,0.005913070245960713,3336,0
248,0,0.1387792510835964,1400,0
249,1,0.5730573859933265,1556,1
250,0,0.06183896463434575,6556,0
251,0,0.1411343977778266,5974,0
252,0,0.06025974076671809,1521,0
253,0,0.011740541382446153,1855,0
254,0,0.01125193551722104,6659,0
255,0,0.29010276969084664,1648,0
256,0,0.11067291705576743,6432,0
257,1,0.8387362017615508,905,1
258,0,0.01625247573029927,4736,0
259,1,0.7836823468236387,4954,1
260,0,0.05337070867567159,6203,0
261,0,0.041189212302386924,5028,0
262,0,0.0044422191973457256,5309,0
263,0,0.06212902744068435,263,0
264,0,0.20146887979266764,2099,0
265,0,0.07260740160993849,5878,0
266,0,0.014183282241600044,6586,0
267,1,0.6816403978945017,6936,1
268,0,0.148233321768057,4172,0
269,1,0.3940406602322202,1549,0
270,0,0.14044424225978883,7003,0
271,0,0.022349039632682807,3900,0
272,1,0.3318891679971951,3539,0
273,0,0.05157620803987145,401,0
274,0,0.012483334659441243,6916,0
275,0,0.6421065820501102,3536,1
276,0,0.2994822460982998,4547,0
277,1,0.5714431102001329,3617,1
278,0,0.10916240597119932,5909,0
279,1,0.26015180490241496,1944,0
280,1,0.2985013376648105,2053,0
281,1,0.11768251508500546,4402,0
282,1,0.70310118314942,318,1
283,0,0.03542415110157902,851,0
284,0,0.5777540142400509,4096,1
285,0,0.724242480184557,2493,1
286,1,0.2768991113355864,1263,0
287,0,0.28264365415630477,6870,0
288,0,0.03471735949879582,4263,0
289,0,0.019528212502027922,2913,0
290,0,0.39017771922630645,338,0
291,1,0.6345404130396896,5722,1
292,0,0.3076148267872465,6565,0
293,0,0.004275286565305099,5924,0
294,0,0.148233321768057,4010,0
295,0,0.38039573294407675,4294,0
296,1,0.6679604482199546,3906,1
297,0,0.09546658785408033,2073,0
298,0,0.005281291087518254,5158,0
299,0,0.11946101303589371,6649,0
300,1,0.24533069140903727,5702,0
301,0,0.0954054065525076,1019,0
302,0,0.024520617181071645,846,0
303,1,0.10855446318399223,4910,0
304,0,0.708614211055145,2463,1
305,0,0.22354091669145423,6057,0
306,0,0.03632487200279637,157,0
307,0,0.664715448270672,3337,1
308,0,0.008041123918293027,5671,0
309,0,0.0042865569177483725,2693,0
310,0,0.24400767046074817,149,0
311,0,0.018130555301202674,1382,0
312,0,0.04058832695950303,4731,0
313,0,0.01828620913052812,1413,0
314,0,0.4898320959940562,14,0
315,1,0.44742250634583575,3726,0
316,0,0.018715594729647254,4122,0
317,0,0.03300337300299838,606,0
318,0,0.08166396179815168,4870,0
319,0,0.03442441354856847,791,0
320,0,0.2797136091648392,2612,0
321,1,0.4030440742019565,4146,0
322,1,0.315207334161167,2740,0
323,0,0.12853796047913751,5881,0
324,0,0.6673691704319279,130,1
325,0,0.6283382424797428,2880,1
326,0,0.7584237104651437,5839,1
327,0,0.19500025326840717,4185,0
328,1,0.4087901727111658,3490,0
329,0,0.40064950007845296,461,0
330,0,0.03751828265514406,1302,0
331,0,0.12138828244926822,4614,0
332,1,0.7162371832755936,5027,1
333,0,0.3073422151280829,3236,0
334,1,0.09245578006732194,5697,0
335,0,0.06290302432355625,2044,0
336,0,0.05031480976016534,1170,0
337,0,0.1062027069576321,3503,0
338,0,0.49753171644514194,1627,0
339,0,0.11574754356536561,5608,0
340,0,0.05950750323697754,4318,0
341,0,0.148233321768057,3675,0
342,1,0.1266717674603105,5270,0
343,1,0.49937445898225746,4949,0
344,0,0.013848271765355516,786,0
345,0,0.4961341331455028,3484,0
346,0,0.13891459227811231,6805,0
347,0,0.3908070156385391,4813,0
348,0,0.452179467265865,150,0
349,0,0.11186397115179027,2147,0
350,0,0.029110539127728444,3701,0
351,0,0.005487287655041227,4331,0
352,0,0.18320501391211821,4791,0
353,0,0.023134529250733164,1537,0
354,0,0.2582809915583141,1588,0
355,0,0.3940406602322202,3065,0
356,0,0.022011760318611337,2503,0
357,0,0.661607298776695,2219,1
358,1,0.12983623412591722,97,0
359,1,0.6608414383855076,4,1
360,1,0.7552337477443543,3999,1
361,0,0.060118857788429465,6949,0
362,1,0.5113384528987462,3837,1
363,1,0.478829229770877,5622,0
364,0,0.711618668819919,2808,1
365,0,0.0908062529487271,2088,0
366,0,0.016903028054935303,5577,0
367,1,0.5003535357539289,5599,1
368,0,0.056433476472334855,3710,0
369,0,0.12791354591832613,6418,0
370,1,0.8473369560530005,585,1
371,0,0.5475044429665032,947,1
372,1,0.33714903676154906,2061,0
373,0,0.0035913137205193886,6423,0
374,1,0.29294835936106384,2337,0
375,1,0.5482365833261236,1558,1
376,0,0.4405537595240641,4579,0
377,0,0.05643724419879463,1604,0
378,0,0.3014083259116173,2687,0
379,0,0.2958683359999479,718,0
380,1,0.6108560129082586,6716,1
381,0,0.13125379977306187,125,0
382,0,0.01031425484575227,3192,0
383,0,0.023134529250733164,5477,0
384,1,0.1212963614927643,4751,0
385,1,0.7836823468236387,4326,1
386,1,0.6147782647405913,4827,1
387,0,0.08053397558306656,5410,0
388,0,0.20196116501496325,4630,0
389,0,0.056300801113211264,1584,0
390,0,0.07740395059304635,4885,0
391,1,0.3473129292959036,3666,0
392,0,0.19500025326840717,987,0
393,0,0.1596875101204648,6296,0
394,0,0.024603690221028634,4285,0
395,0,0.017815810007712245,5848,0
396,0,0.25525442390246056,5234,0
397,0,0.02545783722986981,114,0
398,0,0.11114955314611247,5766,0
399,0,0.018419003821014277,2971,0
400,1,0.6647302014300532,4211,1
401,0,0.18904973725187887,6704,0
402,0,0.1747389859207571,888,0
403,0,0.02152755218067538,6293,0
404,0,0.01244855786105822,5074,0
405,1,0.5036189199087642,6509,1
406,0,0.01582250920684351,848,0
407,0,0.12594982539949168,3578,0
408,0,0.04336249054503945,2326,0
409,0,0.5309349834590401,906,1
410,1,0.7981675274354735,7010,1
411,0,0.01392886687496165,716,0
412,0,0.27790566939130956,5155,0
413,0,0.0030278950793328225,3625,0
414,0,0.6484238578208175,455,1
415,1,0.5505158039399448,2677,1
416,0,0.016236101938462782,3559,0
417,0,0.13677455704100466,3108,0
418,0,0.3940406602322202,5485,0
419,0,0.006325778630314136,2696,0
420,1,0.4890388211353187,6009,0
421,0,0.07419400361790572,2413,0
422,0,0.015531767225743306,403,0
423,1,0.4751019142673148,3362,0
424,0,0.13947304816982933,6484,0
425,0,0.01607797504852346,2373,0
426,0,0.03874860273468731,6456,0
427,0,0.4281793875655859,6848,0
428,0,0.07091832090967036,1740,0
429,1,0.7393408687329276,722,1
430,1,0.7564609142644506,5932,1
431,1,0.4595948598933192,5609,0
432,1,0.148233321768057,4476,0
433,1,0.2203129514765318,5371,0
434,0,0.008026923397062548,1066,0
435,0,0.0766164239610605,6852,0
436,0,0.05016869315654287,4860,0
437,0,0.0763011494830565,6390,0
438,0,0.7270072107711621,2097,1
439,1,0.3223472847884888,6039,0
440,1,0.40636334371206245,3302,0
441,0,0.004982952470928846,6433,0
442,0,0.03561783498687277,145,0
443,0,0.008483682646980966,5927,0
444,0,0.00648927726379535,4602,0
445,1,0.8310449019444032,2741,1
446,0,0.030490136943635,1906,0
447,0,0.060417376453121695,5721,0
448,0,0.19429504026944633,3639,0
449,0,0.06583164343228878,1438,0
450,0,0.005177372918862346,5807,0
451,0,0.02195491387929041,989,0
452,0,0.3525344167188044,3750,0
453,0,0.07349802382450667,979,0
454,0,0.39050225919721443,3810,0
455,1,0.6408640759228239,816,1
456,0,0.7110686816055458,1160,1
457,0,0.06585271404469538,3093,0
458,0,0.315207334161167,1488,0
459,1,0.7430410306937236,5272,1
460,0,0.1674650234404844,2992,0
461,1,0.4607574386047431,5131,0
462,1,0.38513113376646796,6028,0
463,0,0.02961221900341967,5396,0
464,0,0.493821335319202,558,0
465,1,0.6212216357617221,2574,1
466,0,0.028760501658366893,759,0
467,0,0.23266708870685032,3009,0
468,1,0.6295990375429295,5003,1
469,1,0.7061446531008453,4638,1
470,0,0.12236225994333481,5452,0
471,0,0.08815157982860988,2201,0
472,0,0.48403162585982284,3064,0
473,0,0.7057357460492397,4217,1
474,0,0.07071121760134218,1729,0
475,0,0.20724564758587416,2209,0
476,0,0.044874734035326484,2986,0
477,0,0.11169779399089103,6477,0
478,0,0.29131222729685735,1703,0
479,0,0.02235299361530208,4945,0
480,1,0.024520617181071645,4642,0
481,0,0.3126448542269498,4421,0
482,0,0.3953280694676394,1689,0
483,0,0.18903208834366256,5150,0
484,0,0.013410240784548352,3619,0
485,1,0.1387792510835964,6157,0
486,1,0.3322843945405192,2639,0
487,0,0.5244971045096981,5837,1
488,0,0.558880274145577,2878,1
489,0,0.143828761083906,3880,0
490,0,0.44979042154840637,6161,0
491,0,0.6548678881749899,1105,1
492,0,0.03320545232617642,1370,0
493,1,0.7981675274354735,5481,1
494,0,0.13424483256706035,3298,0
495,0,0.13416248565842973,5883,0
496,0,0.01582250920684351,3814,0
497,1,0.33255174199548365,4213,0
498,1,0.5274751697810119,1428,1
499,0,0.059339484856534175,6250,0
500,0,0.10353502555046792,4209,0
501,0,0.07602502933994915,2256,0
502,0,0.007719720862552147,4693,0
503,0,0.5890380365473954,5160,1
504,1,0.12901639468104387,6632,0
505,0,0.007602293902546623,3177,0
506,0,0.004879985131628028,5915,0
507,1,0.30310583649179995,955,0
508,0,0.08210637458053577,3858,0
509,0,0.01386473368861849,4029,0
510,0,0.06968127078927148,6737,0
511,0,0.06900407222854045,6640,0
512,0,0.44397913079398293,3187,0
513,0,0.11480717009790743,5681,0
514,1,0.19734074124272957,3679,0
515,0,0.6452914863050349,6770,1
516,0,0.03436671739824908,6463,0
517,0,0.004696679451857388,6063,0
518,0,0.05031480976016534,3107,0
519,0,0.11455569955043549,2951,0
520,0,0.019379371033585963,1646,0
521,0,0.025562172953577544,1615,0
522,0,0.028923467889633875,9,0
523,1,0.8179057869903776,6862,1
524,0,0.4751019142673148,5514,0
525,0,0.024938652764645637,6720,0
526,0,0.008337619216073596,4175,0
527,1,0.8310449019444032,3467,1
528,1,0.45710813013038404,6822,0
529,0,0.05258124856676948,6855,0
530,1,0.5882370170084494,275,1
531,0,0.69036521587198,6963,1
532,0,0.42147512706246165,1635,0
533,0,0.24232469168328263,3152,0
534,0,0.035848244511299344,5350,0
535,0,0.05218518552886532,3878,0
536,0,0.4364605062771195,5862,0
537,1,0.0572932064226058,3788,0
538,0,0.0619513364550702,1279,0
539,1,0.33877560832849146,6207,0
540,0,0.017122707529024915,4583,0
541,1,0.4364635907008167,1639,0
542,0,0.4618987879856045,7015,0
543,0,0.018921921319098076,1198,0
544,0,0.5375469484073696,6084,1
545,0,0.1255514183119563,2148,0
546,1,0.6024763473420426,6302,1
547,0,0.05495446868318143,2430,0
548,0,0.07902442901474283,1991,0
549,0,0.24077564263327572,6974,0
550,0,0.13193158866328855,4574,0
551,0,0.08190379226948631,4566,0
552,0,0.007444830511442558,914,0
553,0,0.021509399254041398,6198,0
554,0,0.04227207174481216,4637,0
555,0,0.26395456008031476,5951,0
556,1,0.6073585825505678,5286,1
557,1,0.02303987109275087,4418,0
558,0,0.19500025326840717,3313,0
559,0,0.3554626494263681,3955,0
560,1,0.5133961064431974,8,1
561,1,0.7430177771799766,2721,1
562,0,0.4955036206306176,2789,0
563,0,0.11577125362313188,6252,0
564,0,0.03372553184300087,3165,0
565,1,0.5839118198386596,4088,1
566,0,0.024696274540518683,3800,0
567,1,0.148233321768057,3142,0
568,1,0.48405931751905057,630,0
569,0,0.010481564524345092,6806,0
570,1,0.5796975753278029,687,1
571,1,0.6091149892172476,6703,1
572,0,0.07093338537871877,2916,0
573,1,0.6548678881749899,5168,1
574,0,0.315207334161167,2255,0
575,0,0.08417844805120507,3045,0
576,0,0.07461024798311088,4414,0
577,0,0.038536092551760145,213,0
578,1,0.6306897704931909,4947,1
579,0,0.3117081517899185,5440,0
580,0,0.2721404311853246,2792,0
581,0,0.6911873223741273,1719,1
582,0,0.18692283923051597,1298,0
583,0,0.2078416753326209,4481,0
584,0,0.6691306420340184,1563,1
585,0,0.09015671358613696,4828,0
586,0,0.02589142675729979,5772,0
587,0,0.3091752486328018,1414,0
588,1,0.7918989306294044,3932,1
589,0,0.15862664659286382,1103,0
590,1,0.3025894336397268,6339,0
591,1,0.5073291337181954,6219,1
592,0,0.05114736642649864,775,0
593,0,0.25334245321258997,4120,0
594,1,0.682228242184402,2085,1
595,0,0.13078731041836572,3502,0
596,0,0.010560333874571646,6148,0
597,0,0.13424483256706035,124,0
598,0,0.375151573516784,5114,0
599,0,0.02696143098261663,2678,0
600,0,0.155418306859493,3765,0
601,0,0.37088143319862166,5512,0
602,0,0.4751019142673148,5652,0
603,0,0.026024631352158364,3543,0
604,0,0.40631606295267736,3010,0
605,0,0.5981474317756516,6561,1
606,0,0.7322426858905066,532,1
607,0,0.3831781965168344,765,0
608,0,0.3715571415489211,5400,0
609,0,0.05218518552886532,6135,0
610,0,0.008672565015366496,2933,0
611,0,0.1007311488692528,1961,0
612,0,0.13554110253772092,6578,0
613,0,0.006686389441628698,5777,0
614,1,0.7938581948674831,5937,1
615,0,0.10232062269716469,2592,0
616,0,0.30604274942347265,1881,0
617,0,0.01884081933995067,6514,0
618,0,0.35204267367751296,1941,0
619,0,0.004786405424157089,4768,0
620,0,0.042093019273556305,4699,0
621,0,0.636849734738992,5704,1
622,1,0.3456614924759791,1469,0
623,0,0.24884391268669437,615,0
624,0,0.0042865569177483725,1527,0
625,0,0.007158244981236658,4880,0
626,1,0.6679632294955632,5186,1
627,0,0.31848405350414044,711,0
628,0,0.10232062269716469,921,0
629,0,0.01228387990061953,7028,0
630,0,0.3784310157945678,2959,0
631,0,0.014527219801059485,2799,0
632,0,0.17969574384245598,6095,0
633,0,0.10444504594145435,4667,0
634,0,0.012017875403847156,5685,0
635,1,0.017193485459183092,6792,0
636,1,0.19734074124272957,4131,0
637,0,0.11267959572942046,2763,0
638,0,0.07635676362491615,6882,0
639,0,0.5343928758472525,3086,1
640,0,0.017078266818614785,2659,0
641,0,0.004453927643006087,1945,0
642,1,0.5796975753278029,4997,1
643,0,0.09878114008765491,4831,0
644,0,0.5751982997256577,2328,1
645,1,0.5595435999051261,1694,1
646,0,0.0098740986463269,4979,0
647,1,0.6011817114743063,882,1
648,0,0.0042865569177483725,2501,0
649,1,0.6712441540989676,5300,1
650,0,0.32374832182987695,2511,0
651,0,0.16330745657346962,1316,0
652,1,0.5359020441017791,4664,1
653,0,0.23461420375390468,6061,0
654,0,0.036971125993032844,4166,0
655,1,0.5026004673940204,1721,1
656,1,0.36340556779390243,3743,0
657,0,0.017557451268445715,949,0
658,0,0.35204267367751296,776,0
659,0,0.01062630827201199,5392,0
660,0,0.16578767833526634,1317,0
661,0,0.005477572271406149,6638,0
662,0,0.36340556779390243,957,0
663,0,0.4225152706318309,3778,0
664,0,0.02303987109275087,362,0
665,0,0.058637894539920535,2901,0
666,1,0.610387668905948,2452,1
667,1,0.779285022810328,3587,1
668,0,0.02802340550819128,3657,0
669,0,0.07048679589353883,6890,0
670,0,0.0048084335726070425,5273,0
671,1,0.5606670259965881,5556,1
672,0,0.44416058128037544,4866,0
673,0,0.02413535070003943,2552,0
674,1,0.22923921216579451,1832,0
675,0,0.3150543784380165,5892,0
676,0,0.05852743433455676,2738,0
677,0,0.007740000723732046,1594,0
678,0,0.005281291087518254,1793,0
679,0,0.06662030077462461,767,0
680,0,0.0407153791982385,5185,0
681,0,0.03016029285794168,4153,0
682,0,0.00993582892413635,68,0
683,1,0.7449382574666789,4106,1
684,0,0.3278810225888544,2850,0
685,1,0.698099021065054,5845,1
686,1,0.08605829571947611,2287,0
687,0,0.16938392349248213,719,0
688,0,0.21932647817608042,6814,0
689,0,0.09747842019243981,309,0
690,1,0.09919855325958403,5482,0
691,1,0.45730567357967866,6993,0
692,0,0.03471735949879582,4026,0
693,0,0.051133247076771915,2979,0
694,0,0.010017564507201123,3993,0
695,0,0.10314143893300082,3341,0
696,0,0.16863232266279055,4277,0
697,0,0.3940406602322202,2827,0
698,0,0.0715471167656465,493,0
699,1,0.5796945199269974,1007,1
700,0,0.03291799769762705,4043,0
701,0,0.5224816260672398,5604,1
702,1,0.6345146998168861,36,1
703,0,0.18874793303014745,3348,0
704,0,0.004429227619184921,2883,0
705,0,0.10419799330514319,4193,0
706,1,0.07356377644623799,3111,0
707,0,0.003146276023048358,3480,0
708,1,0.510415145318167,4814,1
709,0,0.24062507622782223,1496,0
710,0,0.183510642549332,5253,0
711,0,0.14481695006414594,6901,0
712,0,0.2295993905079144,1946,0
713,1,0.3765275400851702,5375,0
714,1,0.6184546060092502,5174,1
715,1,0.843872088970596,4826,1
716,0,0.1948890277996949,4591,0
717,0,0.2696036751704147,2553,0
718,0,0.6364375388533382,6610,1
719,0,0.02360555598574497,3219,0
720,1,0.6181602303896001,1650,1
721,0,0.037390185155232146,2540,0
722,1,0.7453123482902628,3385,1
723,0,0.6357634655317983,2319,1
724,0,0.02239196644637154,2109,0
725,0,0.0875614786751499,4357,0
726,1,0.30941864015331527,5787,0
727,0,0.5730113287935664,5619,1
728,0,0.007998780033102856,2279,0
729,1,0.5781028192802368,4262,1
730,0,0.6473562155536736,5235,1
731,0,0.1329748053085259,4046,0
732,1,0.7397176531746398,4138,1
733,1,0.32338102316948397,5516,0
734,0,0.09453550525849505,3398,0
735,1,0.6836522515530875,383,1
736,0,0.05153816525437364,4467,0
737,0,0.00850846490448219,839,0
738,1,0.3903335925777144,1849,0
739,0,0.014623081098260571,5115,0
740,1,0.8280562234815273,6179,1
741,0,0.025786908606287174,878,0
742,0,0.2635591923989586,1087,0
743,0,0.0232093346093448,6541,0
744,0,0.007726327840172634,5735,0
745,0,0.03698604335554034,4107,0
746,0,0.00999289509576682,706,0
747,0,0.04414232410302491,1606,0
748,0,0.48009955828728346,4904,0
749,0,0.06539560037998869,6752,0
750,0,0.019121156502031604,3992,0
751,0,0.11017372923512067,4735,0
752,0,0.1397934387349651,3449,0
753,0,0.6899298312978331,4433,1
754,0,0.008211490298127264,552,0
755,0,0.013613543793687797,4665,0
756,0,0.011106725244471479,6000,0
757,0,0.36580978986002904,4422,0
758,0,0.09407506255762138,5507,0
759,0,0.48883972343999355,4094,0
760,0,0.762275250075986,6096,1
761,0,0.08799789780738178,5571,0
762,0,0.5992718325938668,4841,1
763,0,0.07221682031024917,3393,0
764,1,0.5673785710989777,5177,1
765,0,0.10092787927915003,1545,0
766,1,0.1959099072154793,3351,0
767,0,0.08681332962134253,3998,0
768,0,0.0564432819594925,5066,0
769,0,0.0078073104433507975,4919,0
770,1,0.10232062269716469,580,0
771,0,0.04223013631988471,2685,0
772,0,0.06368278407328368,6059,0
773,0,0.148233321768057,6774,0
774,0,0.05303209188837204,4148,0
775,1,0.7356273954271606,1192,1
776,1,0.3890753577947839,3561,0
777,0,0.002913955285260876,5018,0
778,0,0.5335912602595707,6727,1
779,1,0.7552337477443543,3595,1
780,0,0.07135675221779574,4853,0
781,0,0.04678137521426106,1177,0
782,0,0.245618090278368,4298,0
